File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, 1, 1970, Oct, , 1, , , Forgotten Fantasy
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, 1, 1971, Feb, Apr, 3, 4, , Forgotten Fantasy
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, , 1978, Dec, , 61, , , Flying Saucers
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 7, , , Issue is "Band"
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 11, , , 
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 13, 14, , 
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 22, , , 
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 24, , , 
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 28, , , 
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 30, , , 
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 33, 34, , 
http://static.free-dissociation.com/magventory/mag-172.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:36, 11:44, Sacks, Commander Scott, , German ~1974/1975, , , , , 37, 42, , 
http://static.free-dissociation.com/magventory/mag-173.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:12, , circ, Fantasy Book, , , 1, 1947, , , 1, , U, Fantasy Book
http://static.free-dissociation.com/magventory/mag-173.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:12, , circ, Fantasy Book, , , 2, 1983, Feb, , 1, , U, Fantasy Book
http://static.free-dissociation.com/magventory/mag-173.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:12, , circ, Fantasy Book, , , 2, 1983, Aug, , 3, , U, Fantasy Book
http://static.free-dissociation.com/magventory/mag-173.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:12, , circ, Fantasy Book, , , 5, 1986, Sept, , 3, , U, Fantasy Book
http://static.free-dissociation.com/magventory/mag-173.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:12, , circ, Fantasy Book, , , 1, ?, Feb, , 6, , U, Fantasy Book
http://static.free-dissociation.com/magventory/mag-173.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:12, , circ, Fantasy Book, , , 2, ?, ?, , 2, , U, Fantasy Book copyright 1951
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 1, 1953, June, , 2, , U, Fantasy Fiction
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 1, , Aug, , 3, , U, Fantasy Fiction
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 1, , Nov, , 4, , U, Fantasy Fiction
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 1, 1953, Feb, , 1, , U, Fantasy Magazine (same as above??)
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 1, 1941, Spring, , 1, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 2, 1949, May, , 1, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 3, 1950, Nov, , 7, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 4, 1951, Jan; Apr, Jul; Aug/Sep, 1; 3; 5, 6, U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 5, 1952, Feb/Mar, , 2, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 5, 1952, June, , 4, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 5, 1952, Sep, , 6, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 5, 1952, Nov, , 8, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 5, 1952, Dec, , 9, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 6, 1953, 1; 2; 3; 4, 6; 7, 1; 2; 3; 4, 6; 7, U, Fate (monthly)
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 10, 1957, June, , 6, , U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 10, 1957, Sep; Nov, Dec, 9; 11, 12, U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 11, 1958, Feb; Jul; Aug, Oct; Nov, 2; 7; 8, 10; 11, U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 12, 1959, Mar; Aug, Oct; Nov, 3; 8, 10; 11, U, Fate
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 13, 1960, Jan, Dec, 1, 12, U, Fate missing April
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , 14, 1961, Jan, Dec, 1, 12, U, Fate monthly
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , , 1962, Jan, Dec, , , U, Fate monthly
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , , 1963, Jan, Dec, , , U, Fate monthly
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , , 1964, Jan, Dec, , , U, Fate monthly
http://static.free-dissociation.com/magventory/mag-174.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, , , circ, varies, , , , 1965, Jan, Dec, , , U, Fate monthly
http://static.free-dissociation.com/magventory/mag-175.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , , circ, Fate, , , 19, 1966, Feb, Dec, 2, 12, U, 
http://static.free-dissociation.com/magventory/mag-175.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , , circ, Fate, , , 20, 1967, Jan, Dec, 1, 12, U, 
http://static.free-dissociation.com/magventory/mag-175.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , , circ, Fate, , , 21, 1968, Jan, Dec, 1, 12, U, 
http://static.free-dissociation.com/magventory/mag-175.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , , circ, Fate, , , 22, 1969, Jan, Dec, 1, 12, U, 
http://static.free-dissociation.com/magventory/mag-175.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , , circ, Fate, , , 23, 1970, Jan, Dec, 1, 12, U, 
http://static.free-dissociation.com/magventory/mag-175.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , , circ, Fate, , , , 1971, Jan, Sept, 1, 9, U, 
http://static.free-dissociation.com/magventory/mag-176.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:32, , Sacks, Atlan, other - weekly?, , , 1979, 12, 4/1980, 431, 444, , no 435; no 437
http://static.free-dissociation.com/magventory/mag-176.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:32, , Sacks, Atlan, other - weekly?, , , 1980, 5, 5, 449, 451, , 
http://static.free-dissociation.com/magventory/mag-176.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:32, , Sacks, Atlan, other - weekly?, , , 80, 9, 10, 469, 471, , 
http://static.free-dissociation.com/magventory/mag-176.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:32, , Sacks, Atlan, other - weekly?, , , 80, 10, 12, 474, 480, , no 476; no 477
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1975, 7, 10, 200, 210, U, no 201
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 75-76, 11, 2, 216, 230, U, no 228
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 76, 3, 6, 232, 248, U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1976, 7, 8, 251, 257, U, no 252
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1976, 9, 12, 261, 272, U, no 266; 269; 271
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1977, 1, 1, 277, 278, U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 77, 3, , 285, , U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 77, 4, 6, 288, 299, U, no 297
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 77, 7, 7, 302, 303, U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 77, 8; 9, 9, 307, 312; 313, U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 77, 9, , 311, , , 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1978, 3, 3, 336, 339, U, no 322; no 324
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1978, 6, 6, 349, 350, U, no 338
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1978, 10, , 367, , U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1978, 12, , 375, , U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1979, 4, , 392, , U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1979, 5, , 399, , U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1979, 5, 9, 400, 412, U, no 405; no 408; no 409
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1979, 9, 9, 415, 416, U, 
http://static.free-dissociation.com/magventory/mag-177.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 11:07, , Sacks, Atlan, other - weeklyish, German, , 1979, 11, 12, 424, 430, U, no 425
http://static.free-dissociation.com/magventory/mag-178.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:35, , Sacks - unbound foreign, Abenteur in Weltenraum, , German, Band, , 1; 3; 4, , , , , 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , , , , 16, 30, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , , , , 46, 61, U, copyright 1972 - #46
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1972, 8, 12, 62, 71, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1973, 1, 6, 72, 87, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1973, 6, 7, 88; 89, 92, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1973, 7, 12, 93, 115, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 1, 2, 121; 124, 126, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 3, , 127, , U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 4, , 131, , U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 5, , 137, , U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 5, , 139, , U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 6, , 140, , U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 6, , 142, , U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 6, 7, 143, 146, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , '74, 7, , 147, , U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , '74, 8, 9, 149, 155, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 10, 11, 157, 163, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1974, 12, 11, 165, 169, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1975, 1, 2, 171, 176, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1975, 2, 3, 178, 179, U, 
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1975, 4, 4, 183, 187, U, no 185
http://static.free-dissociation.com/magventory/mag-179.jpg, nhinchen, mgentile555, 2/2/2007, BTS; KAT, 10:40, 11:07, Sacks, Atlan, other - weeklyish. every 10 days?, In German, , 1975, 5, 7, 191, 199, U, no 194; 196
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1990, Jan, Dec, 78-1, 79-6, U, 
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1991, Jan, Dec, 80-1, 81-6, U, Sep and Oct merged (81-4 and 81-5)
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1992, Jan, Dec, 82-1, 83-6, U, Sep and Oct merged (81-4 and 81-5)
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1993, Jan, Dec, 84-1, 85-6, U, Sep and Oct merged (81-4 and 81-5)
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1994, Jan, Dec, 86-1, 87-6, U, missing Sep; Oct + Nov combined
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1995, Jan, Dec, 88-1, 89-6, U, missing March; May; June
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1996, Jan, Dec, 90-1, 91-6, U, missing Jan; March; May
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1997, Jan, Jul, 92-1, 93-1, U, missing Feb
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, , 1998, Jan, Oct+Nov, 94-1, 95-4+5, U, missing Dec?
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, -- no 1999 to 2001 --, , , , , , , 
http://static.free-dissociation.com/magventory/mag-180.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, , 11:10, circ, F and SF, monthly, 11 per year from 1991; Sep+Oct or Oct+Nov, 102, 2002, June, , 102-6, , U, 
http://static.free-dissociation.com/magventory/mag-181.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, 10:30, , circ, F + SF, monthly, , 1, 1950, , , 3, 5, U, summer; fall; December
http://static.free-dissociation.com/magventory/mag-181.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, 10:30, , circ, F + SF, monthly, , 2, 1951, , , 1, 6, U, Feb to Dec bimonthly
http://static.free-dissociation.com/magventory/mag-181.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, 10:30, , circ, F + SF, monthly, , 3, 1952, 2; 4; 6, 8; 9; 10; 11; 12, 1, 8, U, monthly from August
http://static.free-dissociation.com/magventory/mag-181.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, 10:30, , circ, F + SF, monthly, , 4; 5, 1953, , , 4-1 to 4-5, 5-1 to 5-6, U, monthly except June
http://static.free-dissociation.com/magventory/mag-181.jpg, nhinchen, mgentile555, 2/2/2007, JFC; ALC, 10:30, , circ, F + SF, monthly, , 6, 1954, Jan, Jun, 1, 6, U, monthly
