File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-161.jpg, kevinr, mgentile555, Feb. 2 2007, , , , , IF, bimontly, , 6, 1956, Feb, Oct, 2, 6, B, [** labeled 1956], Marginalia: 
http://static.free-dissociation.com/magventory/mag-161.jpg, kevinr, mgentile555, Feb. 2 2007, , , , , IF, bimontly, , 7, 1956, Dec, , 1, , B, , Marginalia: 
http://static.free-dissociation.com/magventory/mag-161.jpg, kevinr, mgentile555, Feb. 2 2007, , , , , IF, bimontly, , 7, 1957, Feb, Oct, 2, 6, B, yes; there are two volume 7 no. 6!, Marginalia: { [** labeled 1957]
http://static.free-dissociation.com/magventory/mag-161.jpg, kevinr, mgentile555, Feb. 2 2007, , , , , IF, bimontly, , 7, 1957, Dec, , 6, , , yes; there are two volume 7 no. 6!, Marginalia: }
http://static.free-dissociation.com/magventory/mag-161.jpg, kevinr, mgentile555, Feb. 2 2007, , , , , IF, bimontly, , 8, 1958, Feb, Oct, 2, 6, B, skipped vol. 8 no. 1, Marginalia: { [** labeled 1958]
http://static.free-dissociation.com/magventory/mag-161.jpg, kevinr, mgentile555, Feb. 2 2007, , , , , IF, bimontly, , 9, 1958, Dec, , 1, , , , Marginalia: }
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 9, 1959, Feb, , 2, , B, Volumes really messed up!
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 8, 1959, Jul, , 6, , B, Volumes really messed up!
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 9, 1959, Sep, , 4, , B, Volumes really messed up!
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 9, 1959, Nov, , 5, , B, Volumes really messed up!
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 9, 1960, Jan, , 6, , B, 
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 10, 1960, Mar, Nov, 1, 5, B, 
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 10, 1961, Jan, , 6, , B, Volumes messed up!
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 10, 1961, Mar, , 6, , B, Volumes messed up!
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 11, 1961, May, Nov, 2, 5, B, Volumes messed up!
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 11, 1962, Jan, , 6, , B, 
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 12, 1962, Mar, Nov, 1, 5, B, 
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 12, 1963, Jan, , 6, , B, 
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 13, 1963, Mar, Nov, 1, 5, B, 
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 12, 1964, Jan, , 6, , B, 
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 14, 1964, Mar, May, 1, 2, B, 
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 14, 1964, July, Aug, 3, 4, B, now monthly
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 14, 1964, Oct, , 5, , B, no September
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 14, 1964, Nov, , 6/84, , B, added new cumulative issue no.
http://static.free-dissociation.com/magventory/mag-162.jpg, mkr, mgentile555, Feb. 2; 2007, , , , , IF, , , 14, 1964, Dec, , 7/85, , B, starting with 84
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 15, 1965, Jan, Jun, 15-1, 15-6, B, whole issue 86-91 [*1965 book 1]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 15, 1965, Jul, Dec, 15-7, 15-12, B, whole issue 92-97 [*1965 book 2]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 16, 1966, Jan, Jun, 16-1, 16-6, B, whole issue 98-103 [*1966 book 1]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 16, 1966, Jul, Dec, 16-7, 16-12, B, whole issue 104-109 [*1966 book 2]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 17, 1967, Jan, Jun, 17-1, 17-6, B, whole issue 110-115 [*1967 book 1]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 17, 1967, Jul, Dec, 17-7, 17-12, B, whole issue 116-121 [*1967 book 2]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 18, 1968, Jan, Jun, 18-1, 18-6, B, whole issue 122-127 [*1968 book 1]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 18, 1968, Jul, Dec, 18-7, 18-12, B, whole issue 128-133 [*1968 book 2]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 19, 1969, Jan, May, 19-1, 19-5, B, whole issue 134-138 June 1969 not published [*1969 book 1]
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 19, 1969, Jul, , 19-6, , U, whole issue 139
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 19, 1969, Sep, Dec, 19-7, 19-10, U, whole issue 140-143
http://static.free-dissociation.com/magventory/mag-163.jpg, kkb, mgentile555, 2/2/'07, , , , , If, , Has both volume/number and cumulative issue number, 20, 1970, Jan, Apr, 20-1, 20-4, U, whole issue 144-147
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 20, 1970, May-Jun, Nov-Dec, 5/148, 8/151, U, 
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 20, 1971, Jan-Feb, Jul-Aug, 9/152, 12/155, B, 
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 21, 1971, Sept-Oct, Nov-Dec, 1/156, 2/157, B, 
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 21, 1972, Jan-Feb, Nov-Dec, 3/158, 8/163, U, 
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 21, 1973, Jan-Feb, May-Jun, 9/164, 11/166, U, Dup issue no. 166
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 21, 1973, Jul-Aug, , 12/166, , U, Skipped no. 167
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 22, 1973, Sept-Oct, Nov-Dec, 1/168, 2/169, U, 
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 22, 1974, Jan-Feb, Nov-Dec, 3/170, 8/175, U, 
http://static.free-dissociation.com/magventory/mag-164.jpg, nhinchen, mgentile555, 2/2/2007, , , , , If, , has both volume number and cumulative issue number, 23, 1986, Sept-Nov, , 1/176, , U, 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 1, 1950, Oct, Dec, 1, 2, B, 1950-1951, Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 2, 1951, Feb, Nov, 1, 5, B, 1950-1951, Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 3, 1952, Jan, Dec, 1, 7, B, Monthly starting September but no November issue, Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 4, 1953, Jan, Jun, 1, 5, B, no March issue [*1953 book 1], Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 4, 1953, Jul, Dec, 6, 11, B, [*1953 book 2], Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 5, 1954, Jan, Jun, 1, 6, B, [*1954 book 1], Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 5, 1954, Jul, Dec, 7, 12, B, [*1954 book 2], Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 6, 1955, Jan, Jul, 1, 7, B, switch bimonthly October, Marginalia: [*1955]
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 6, 1955, Oct, Dec, 8, 9, B, , Marginalia: [*1955]
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 7, 1956, Feb, Dec, 1, 6, B, [*1956], Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 8, 1957, Feb, Dec, 1, 6, B, [*1957], Marginalia: 
http://static.free-dissociation.com/magventory/mag-165.jpg, nhinchen, mgentile555, 2/2/2007, , , , , Imagination, bimonthly, , 9, 1958, Feb, Oct, 1, 5, B, [*1958], Marginalia: 
http://static.free-dissociation.com/magventory/mag-166.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Imaginative Tales, bimonthly, , 1, 1954, Sept, Nov, 1, 2, B, [*1954-1955]
http://static.free-dissociation.com/magventory/mag-166.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Imaginative Tales, bimonthly, , 1, 1955, Jan, Jul, 3, 6, B, [*1954-1955]
http://static.free-dissociation.com/magventory/mag-166.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Imaginative Tales, bimonthly, , 2, 1955, Sept, Nov, 1, 2, B, [*1954-1955]
http://static.free-dissociation.com/magventory/mag-166.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Imaginative Tales, bimonthly, , 3, 1956, Jan, Nov, 1, 6, B, [*1956]
http://static.free-dissociation.com/magventory/mag-166.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Imaginative Tales, bimonthly, , 4, 1957, Jan, Nov, 1, 6, B, [*1957]
http://static.free-dissociation.com/magventory/mag-166.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Imaginative Tales, bimonthly, , 5, 1958, Jan, May, 1, 3, B, [*1958] --bound in same volume as Space Travel - same editor and continued volume number starting July 1958
http://static.free-dissociation.com/magventory/mag-166.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Imaginative Tales, bimonthly, , 5, 1958, Jul, Nov, 4, 6, , [*1958] --bound in same volume as Space Travel - same editor and continued volume number starting July 1958
http://static.free-dissociation.com/magventory/mag-167.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Impulse, monthly, , 1, 1966, Mar, Aug, 1, 6, B, [*1966 book 1]
http://static.free-dissociation.com/magventory/mag-167.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Impulse, monthly, , 1, 1966, Sept, Dec, 7, 10, B, [*1966 book 2]
http://static.free-dissociation.com/magventory/mag-167.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Impulse, monthly, , 1, 1967, Jan, Feb, 11, 12, , [*1967]
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 1, 1955, Nov, , 1, , B, | --[*1955-1956]
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 1, 1956, Feb, , 2, , B, |
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 1, 1956, Jun, Dec, 3, 6, B, |
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 2, 1957, Feb, Jun, 1, 3, B, | --[*1957] claims every 6 weeks starting in June
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 2, 1957, Jul, Oct, 4, 6, , 
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 3, 1957, Nov, , 1, , , |in July claims monthly except Feb; Aug; & Dec
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 3, 1958, Jan, Apr, 2, 4, , in June claims bimonthly
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 3, 1958, Jun, Aug, 5, 6, , 
http://static.free-dissociation.com/magventory/mag-168.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Infinity, bimonthly, , 4, 1958, Oct, Nov, 1, 2, , 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , 1, 1982, Spring, Autumn, 1, 3, B, missing Winter 1982
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , 1, 1983, Spring, , 4, , , 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , 1, 1983, Autumn, , 5, , , 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1983, Winter, , 6, , , no volume numbers
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1984, Spring, , 7, , , 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1984, Summer, , 8, , , 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1984, Autumn, , 9, , , 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1984, Winter, , 10, , , 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1985, Spring, Winter, 11, 14, , 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1986, Spring, Winter, 15, 18, B, | --[*1986-1987]
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1987, Spring, Winter, 19, 22, B, |
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1988, Spring, Summer, 23, 24, B, | --[*1988-1989]
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1988, Sept-Oct, Nov-Dec, 25, 26, B, bimonthly |
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1989, Jan-Feb, Nov-Dec, 27, 32, B, |
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1990, Jan-Feb, Mar-Apr, 33, 34, B, |--[*1990]
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1990, May, Dec, 35, 42, , monthly  |
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1991, Jan, Dec, 43, 54, B, 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1992, Jan, Dec, 55, 66, B, 
http://static.free-dissociation.com/magventory/mag-169.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Interzone, quarterly, , , 1993, Jan, Dec, 67, 78, B, 
http://static.free-dissociation.com/magventory/mag-170.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Great Science Fiction, quarterly, sheet 2 of 2, , 1970, Fall, , 19, , B, 
http://static.free-dissociation.com/magventory/mag-170.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Great Science Fiction, quarterly, sheet 2 of 2, , 1970, Winter, , 20, , , 
http://static.free-dissociation.com/magventory/mag-170.jpg, nhinchen, mgentile555, 2/2/2007, PP; JHS, , , , Great Science Fiction, quarterly, sheet 2 of 2, , 1971, Spring, , 21, , , 
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, , 1957, Aug, , 25, , , Flying Saucers
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, , 1958, Feb, May, 28, 29, , Flying Saucers
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, , 1959, Feb; May, Jul, 33, 35, , Flying Saucers
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, , 1959, Oct, , 36, , , Flying Saucers
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, , 1961, Oct, , ?, , , Flying Saucers
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, , 1969, Jan, , 34 (sic), , , Flying Saucers
http://static.free-dissociation.com/magventory/mag-171.jpg, nhinchen, mgentile555, 2/3/2007, JFC; ALC, 11:45, , circ, varies, , all unbound, , 1976, Jun, , 82, , , Flying Saucers
