File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 33, , U, 
http://static.free-dissociation.com/magventory/mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 5, , U, 
http://static.free-dissociation.com/magventory/mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 4, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 138, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 130, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 122, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 96, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 93, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 86, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 79, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 71, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 69, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 65, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 54, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 45, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 23, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 22, , U, 
http://static.free-dissociation.com/magventory/mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 2, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 339, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 323, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 272, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 260, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 257, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 232, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 220, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 216, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 193, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 188, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 159, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 144, , U, 
http://static.free-dissociation.com/magventory/mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 140, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 82, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 78, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 72, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 71, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 65, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 62, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 57, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 43, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 34, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 29, , U, 
http://static.free-dissociation.com/magventory/mag-151.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Grusel-Krimi, other, In German, , , , , 12, , U, 
http://static.free-dissociation.com/magventory/mag-152.jpg, nhinchen, mgentile555, 2/2/2007, , , , Sacks - Stack 18, Grusel Krimi, other, In German, , , , , 105, , U, 
http://static.free-dissociation.com/magventory/mag-152.jpg, nhinchen, mgentile555, 2/2/2007, , , , Sacks - Stack 18, Grusel Krimi, other, In German, , , , , 101, , U, 
http://static.free-dissociation.com/magventory/mag-152.jpg, nhinchen, mgentile555, 2/2/2007, , , , Sacks - Stack 18, Grusel Krimi, other, In German, , , , , 99, , U, 
http://static.free-dissociation.com/magventory/mag-152.jpg, nhinchen, mgentile555, 2/2/2007, , , , Sacks - Stack 18, Grusel Krimi, other, In German, , , , , 96, , U, 
http://static.free-dissociation.com/magventory/mag-152.jpg, nhinchen, mgentile555, 2/2/2007, , , , Sacks - Stack 18, Grusel Krimi, other, In German, , , , , 91, , U, 
http://static.free-dissociation.com/magventory/mag-152.jpg, nhinchen, mgentile555, 2/2/2007, , , , Sacks - Stack 18, Grusel Krimi, other, In German, , , , , 87, , U, 
http://static.free-dissociation.com/magventory/mag-152.jpg, nhinchen, mgentile555, 2/2/2007, , , , Sacks - Stack 18, Grusel Krimi, other, In German, , , , , 85, , U, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 1, 1977, Spring, Winter, 1, 4, B, spring/summer/fall/winter
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 2, 1978, Jan/Feb, Nov/Dec, 1, 6, U, 6/yr
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 3, 79, Jan, Dec, 1, 12, U, monthly
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 4, 80, Jan, Jun, 1, 6, B, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 4, 80, Jul, Dec, 17, 12, U, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 5, 81, Jan, Jun, 1, 6, B, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 5, 81, Jul, Dec, 7, 13, B, #9 is "August 31"
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 6, 82, Jan, mid-Dec, 1, 13, U, (#13 - mid-December)
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 7, 83, Jan, mid-Dec, 1, 13, U, mid dec 2 copies
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 8, 84, Jan, mid-Dec, 1, 13, U, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 9, 85, Jan, mid-Dec, 1, 13, U, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 10, 86, Jan, Aug, 1, 9, U, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 10, 86, Oct, mid-Dec, 11, 13, U, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 11, 87, Jan, mid-Dec, 1, 13, U, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 12, 88, Jan, mid-Dec, 1, 12, U, 2 [** N.B. I can't read this MHG: I think it's "2 distinct 12's"] #125
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 13, 89, Jan, mid-Dec, 1, 13, U, 
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 14, 90, Jan, mid-Dec, 1, 14, U, Nov is #11 & #12
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 15, 91, Jan, mid-Dec, 1, 15, U, Apr 4&5 Nov 12&13
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 16, 92, Jan, Jun, 1, 7, U, Apr 4&5
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 16, 92, Aug, mid-Dec, 9, 15, U, Nov 12&13
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 17, 93, Jan, mid-Dec, 1, 15, U, Apr 4&5 Nov 12&13
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 18, 94, Jan, Apr, 1, 5, U, Apr 4&5
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 18, 94, Jun, mid-Dec, 7, 15, U, Nov 12&13
http://static.free-dissociation.com/magventory/mag-153.jpg, kevinr, mgentile555, Feb. 2 2007, JPM KCR, 12/04, 12/30, UnDA, IA SFM, other (umm), , 19, 95, Jan, mid-Dec, 1, 15, U, Apr 4&5 Nov 12
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1973, 3, 8, 1, 12, U, no 11
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1973/4, 8/73, 2/74, 13, 26, U, 
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1974, 3, , 28, , U, 
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1974, 4, 4, 30, 31, U, 
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1974, 5, , 33, , U, 
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1974, 6, 7, 34, 37, U, 
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1974, 8, , 39, , U, 
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1974, 8, 12, 46, 47, U, 
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1975, 1, , 50, , U, 
http://static.free-dissociation.com/magventory/mag-154.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:51, , Sacks, Dragon; Söhne von Atlantis, , , , 1975, 3, , 54, , U, 
http://static.free-dissociation.com/magventory/mag-155.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, , Sacks, misc, , German, , , , , 10, 27, U, Damona King; no dates
http://static.free-dissociation.com/magventory/mag-155.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, , Sacks, misc, , German, , , , , 2;24;25, , U, Erde 2000
http://static.free-dissociation.com/magventory/mag-155.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, , Sacks, misc, , German, , , , , 28;36, , U, Erde 2000
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 20, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 22, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 24, 26, U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 32, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 37, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 39, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 42, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 44, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 46, 47, U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 48, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 58, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 62, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 65, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 74, 75, U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 77, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 79, 80, U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 97, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 112, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 131, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 133, , U, 
http://static.free-dissociation.com/magventory/mag-156.jpg, kevinr, mgentile555, Feb. 2 2007, BTS KAT, 11:45, 11:51, , Damonen Killer, other, German; no dates, , , , , 138, 139, U, 
http://static.free-dissociation.com/magventory/mag-157.jpg, kevinr, mgentile555, Feb. 2 2007, JHS PP, 10:03, , , Galileo, quarterly, , , 1976, 9 (Sep; ?), , 1, 2, B, second issue no date, Marginalia: one book
http://static.free-dissociation.com/magventory/mag-157.jpg, kevinr, mgentile555, Feb. 2 2007, JHS PP, 10:03, , , Galileo, quarterly, , , 1977, Jan;Apr;Jul, , 3, 5, B, , Marginalia: one book
http://static.free-dissociation.com/magventory/mag-158.jpg, kevinr, mgentile555, Feb. 2 2007, PP; JHS, 10:08, , , Gamma, other (random), single bound volume, 1, 1963, no date, , 1, 2, B, 
