File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-126.jpg, mkr, mgentile555, Feb 2; 2007, , , , "new book" shelf, Rigel, quarterly, , , 1982, win, , 3, B, B, 
http://static.free-dissociation.com/magventory/mag-126.jpg, mkr, mgentile555, Feb 2; 2007, , , , "new book" shelf, Rigel, quarterly, , , 1982, spr, , 4, B, B, 
http://static.free-dissociation.com/magventory/mag-126.jpg, mkr, mgentile555, Feb 2; 2007, , , , "new book" shelf, Rigel, quarterly, , , 1982, fall, , 5, B, B, 
http://static.free-dissociation.com/magventory/mag-126.jpg, mkr, mgentile555, Feb 2; 2007, , , , "new book" shelf, Rigel, quarterly, , , 1982, win, , 6, B, B, 
http://static.free-dissociation.com/magventory/mag-126.jpg, mkr, mgentile555, Feb 2; 2007, , , , "new book" shelf, Rigel, quarterly, , , 1983, spr, , 7, B, B, 
http://static.free-dissociation.com/magventory/mag-126.jpg, mkr, mgentile555, Feb 2; 2007, , , , "new book" shelf, Rigel, quarterly, , , 1983, sum, , 8, B, B, 
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , 1978, jan, , 6, , B, one volume
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , , mar, , 7, , B, one volume
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , , may, , 8, , B, one volume
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , , jul, , 9, , B, one volume
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , , sep, , 10, , B, one volume
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , 1978, ?, , 11/12, , B, "Special double issue" (one volume)
