File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Feb '60, , 12-4, , U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Mar '60, , 12-5, , U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , Fall 52, Nov 52, 4-2, 4-3, U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , Sep 53, , 6-2, , U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 7/66, , 15-6, , U, "Fantastic" (bimonthly)
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 9/66, 10/68, 16-1, 18-1, U, 12 all told; 10/68 is first even
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 2/69, 12/69, 18-3, 19-2, U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 4/70, , 19-4, , U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 8/70, 12/71, 19-6, 21-2, U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 4/72, 6/72, 21-4, 21-5, U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 10/72, 4/73, 22-1, 22-4, U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 7/73, , 22-5, , U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 11/73, 5/74, 23-1, 23-4, U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 11/74, , 24-1, , U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 4/75, , 24-3, , U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 8/75, , 24-5, , U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 2/76, , 25-2, , U, switch to quarterly
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 5/76, 8/76, 25-3, 25-4, U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 12/77, , 26-4, , U, (printed 6-4)
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 10/78, 1/79, 27-3, 27-4, U, 
http://static.free-dissociation.com/magventory/mag-098.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:00, 2:18, c/m, Fantastic Stories, bimonthly, switches to quarterly in 1976, , , 10/80, , 27-11, , , 
http://static.free-dissociation.com/magventory/mag-099.jpg, mkr, mgentile555, November 19; 2006, JSB; Sukrit, 3:25, 3:27, c/m, Odyssey, quarterly, , , , Spring 1976, Summer 1976, 1-1, 1-2, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Oct '78, Dec 1978, 1-1, 1-3, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Jan 1979, Dec 1979, 1-4, 2-3, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Jan 1980, Dec 1980, 2-4, 3-3, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Jan 1981, Dec 1981, 3-4, 4-3, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Jan '82, Dec '82, 4-4, 5-3, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Jan '83, April '83, 5-4, 5-7, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Dec '83, , 6-3, , U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Feb '84, Apr '84, 6-5, 6-7, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , June '84, , 6-9, , U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Aug '84, Oct '84, 6-11, 7-1, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Dec '84, , 7-3, , U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , June '85, , 7-9, , U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Mar '86, Aug '86, 8-6, 8-11, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Nov '86, , 9-2, , U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , June '87, July '87, 9-9, 9-10, U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , June '88, , 10-9, , U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Apr '93, , 15-6, , U, 
http://static.free-dissociation.com/magventory/mag-100.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 3:28, 3:46, c/m, Omni, , , , , Feb '95, Mar '95, 17-5, 17-6, U, 
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1991, 1/91, 6/91, 111-1, 111-7, B, 111-1 + 111-2 used for double jan issue
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1991, 7/91, , , 111-15, B, july thick 111-8 + 9
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1992, 1/92, , , 112-7, B, Jan double
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1992, 7/92, , , 112-15, B, July double; mid dec issue
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1993, 1/93, , , 113-7, B, Jan double
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1993, 7/93, , , 113-15, B, July double; mid-dec issue
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1994, 1/94, , , 114-7, B, Jan double
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1994, 7/94, , , 114-15, B, July doulbe; mid-dec issue
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1995, 1/95, 6/95, 115-1, 115-7, B, Jan double
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1995, 7/95, 12/8, , 115-15, B, July double; mid-dec issue
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1996, , , , , , missing!
http://static.free-dissociation.com/magventory/mag-101.jpg, mkr, mgentile555, November 12; 2006, SCP + ALC, , , SR, Analog Science Fiction Science Fact, , , , 1996, 7/96, 12/96, 116-8, 116-14, B, July double
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1966, 1/66, 6/66, 76-5, 77-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1966, 7/66, 12/66, 77-5, 78-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1967, 1/67, 6/67, 78-5, 79-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1967, 7/67, 12/67, 79-5, 80-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1968, 1/68, 6/68, 80-5, 81-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1968, 7/68, 12/68, 81-5, 82-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1969, 1/69, 6/69, 82-5, 83-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1969, 7/69, 12/69, 83-5, 84-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1970, 1/70, 6/70, 84-5, 85-4, U, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1970, 7/70, 12/70, 85-5, 86-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1971, 1/71, 6/71, 86-5, 87-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1971, 7/71, 12/71, 87-5, 88-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1972, 1/72, 6/72, 88-5, 89-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1972, 7/72, 12/72, 89-5, 90-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1973, 1/73, 6/73, 90-5, 91-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1973, 7/73, 12/73, 91-5, 92-4, U, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1974, 1/74, 6/74, 92-5, 93-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1974, 7/74, 12/74, 93-5, 94-4, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1975, 1/75, 6/75, 94-5, , U, 94-5
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1975, 7/75, 12/75, 93-7, 95-12, B, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1976, 1/76, 6/76, 96-1, 96-6, U, 
http://static.free-dissociation.com/magventory/mag-102.jpg, mkr, mgentile555, November 12; 2006, JSB + ALC, 5:24, 5:43, SR, Analog Science Fact and Fiction, monthly, Entered 11/19/06 JSB; 15 minutes, , 1976, 7/76, 12/76, 96-7, 96-12, B, 
